x_id,subject,subject_type,relation,y_id,object,object_type,source
4868,dental abscess,disease,disease_caused_disease,6495,untreated carious lesions,disease,suo_._second_term_800_chunks_P3_4_chunk_510
6496,maxillary nerve,clinical manifestations,is,138,infraorbital nerve,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_512
1569,malignant neoplasms,disease,disease_caused_disease,435,infections,disease,suo_._second_term_800_chunks_P3_4_chunk_515
482,periapical abscess,disease,disease_caused_disease,6497,difficulty in obtaining satisfactory level of anaesthesia,disease,suo_._second_term_800_chunks_P3_4_chunk_518
6498,mandibular foramen,oral part,disease_oral part,5313,inferior alveolar nerve,disease,suo_._second_term_800_chunks_P3_4_chunk_520
6499,combined id and lingual nerve block,treatment,treatment_has_description,6500,routine,description,suo_._second_term_800_chunks_P3_4_chunk_524
6501,aspirating syringe,instrument,is,6502,id block,treatment,suo_._second_term_800_chunks_P3_4_chunk_525
482,periapical abscess,disease,disease_has_clinical manifestations,554,severe pain,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_534
4868,dental abscess,disease,disease_has_clinical manifestations,547,pain,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_534
475,dental radiographs,examination,examination_has_description,6503,confirmation of dental abscess,description,suo_._second_term_800_chunks_P3_4_chunk_534
6504,firm tap,treatment,treatment_has_description,6505,initial diagnosis of suspected dental abscess,description,suo_._second_term_800_chunks_P3_4_chunk_534
6504,firm tap,medicine,medicine_treats_disease,4868,dental abscess,disease,suo_._second_term_800_chunks_P3_4_chunk_534
6506,dull pain in the region over the tmj,symptom,symptom_has_description,6507,pain due to clenching jaw,description,suo_._second_term_800_chunks_P3_4_chunk_536
6508,pain on opening or during chewing,symptom,symptom_has_description,6507,pain due to clenching jaw,description,suo_._second_term_800_chunks_P3_4_chunk_536
6509,audible cracking noise (crepitus) during jaw movement,symptom,symptom_has_description,6507,pain due to clenching jaw,description,suo_._second_term_800_chunks_P3_4_chunk_536
6510,fixation of the mandible,symptom,symptom_has_description,6507,pain due to clenching jaw,description,suo_._second_term_800_chunks_P3_4_chunk_536
6511,mild tranquilizers,medicine,medicine_contraindication_disease,6512,tmj syndrome,disease,suo_._second_term_800_chunks_P3_4_chunk_536
6511,mild tranquilizers,medicine,medicine_side-effect_disease,6512,tmj syndrome,disease,suo_._second_term_800_chunks_P3_4_chunk_536
6511,mild tranquilizers,medicine,medicine_treats_disease,6512,tmj syndrome,disease,suo_._second_term_800_chunks_P3_4_chunk_536
6512,tmj syndrome,disease,disease_usually happens_population,61,patients,population,suo_._second_term_800_chunks_P3_4_chunk_536
6512,tmj syndrome,disease,disease_has_clinical manifestations,6506,dull pain in the region over the tmj,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_536
6512,tmj syndrome,disease,disease_has_clinical manifestations,6508,pain on opening or during chewing,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_536
6512,tmj syndrome,disease,disease_has_clinical manifestations,6509,audible cracking noise (crepitus) during jaw movement,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_536
6512,tmj syndrome,disease,disease_has_clinical manifestations,6510,fixation of the mandible,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_536
6506,dull pain in the region over the tmj,clinical manifestations,clinical manifestations_happens at_oral part,1181,tmj,oral part,suo_._second_term_800_chunks_P3_4_chunk_536
6508,pain on opening or during chewing,clinical manifestations,clinical manifestations_happens at_oral part,1181,tmj,oral part,suo_._second_term_800_chunks_P3_4_chunk_536
6509,audible cracking noise (crepitus) during jaw movement,clinical manifestations,clinical manifestations_happens at_oral part,1181,tmj,oral part,suo_._second_term_800_chunks_P3_4_chunk_536
6510,fixation of the mandible,clinical manifestations,clinical manifestations_happens at_oral part,1181,tmj,oral part,suo_._second_term_800_chunks_P3_4_chunk_536
6511,mild tranquilizers,medicine,medicine_reduce_symptom,6512,tmj syndrome,symptom,suo_._second_term_800_chunks_P3_4_chunk_536
6513,bite raisers,medicine,medicine_reduce_symptom,6512,tmj syndrome,symptom,suo_._second_term_800_chunks_P3_4_chunk_536
6511,mild tranquilizers,medicine,medicine_reduce_symptom,6508,pain on opening or during chewing,symptom,suo_._second_term_800_chunks_P3_4_chunk_536
6513,bite raisers,medicine,medicine_reduce_symptom,6508,pain on opening or during chewing,symptom,suo_._second_term_800_chunks_P3_4_chunk_536
6511,mild tranquilizers,medicine,medicine_reduce_symptom,6509,audible cracking noise (crepitus) during jaw movement,symptom,suo_._second_term_800_chunks_P3_4_chunk_536
6513,bite raisers,medicine,medicine_reduce_symptom,6509,audible cracking noise (crepitus) during jaw movement,symptom,suo_._second_term_800_chunks_P3_4_chunk_536
6511,mild tranquilizers,medicine,medicine_reduce_symptom,6510,fixation of the mandible,symptom,suo_._second_term_800_chunks_P3_4_chunk_536
6513,bite raisers,medicine,medicine_reduce_symptom,6510,fixation of the mandible,symptom,suo_._second_term_800_chunks_P3_4_chunk_536
4341,stress,causes,parent-child,6512,tmj syndrome,disease,suo_._second_term_800_chunks_P3_4_chunk_536
6514,proprioceptive mechanisms,description,is,1181,tmj,instrument,suo_._second_term_800_chunks_P3_4_chunk_538
189,sinusitis,disease,disease_caused_disease,6515,upper respiratory tract infections,disease,suo_._second_term_800_chunks_P3_4_chunk_545
1656,maxillary sinusitis,disease,disease_caused_disease,6516,dental problem,disease,suo_._second_term_800_chunks_P3_4_chunk_546
1662,dental infections,disease,disease_caused_disease,6517,oroantral fistula,disease,suo_._second_term_800_chunks_P3_4_chunk_547
6518,respiratory mucosa,clinical manifestations,is,6519,nasopharynx,population,suo_._second_term_800_chunks_P3_4_chunk_553
6520,laryngeal oedema,disease,is,6521,allergic response,disease,suo_._second_term_800_chunks_P3_4_chunk_575
6522,upper vocal tract,description,is,6523,acoustic characteristics,description,suo_._second_term_800_chunks_P3_4_chunk_595
6524,blowout fracture of the orbit,disease,disease_caused_disease,6525,le fort fractures,disease,suo_._second_term_800_chunks_P3_4_chunk_611
6526,le fort type fractures,disease,disease_caused_disease,6527,considerable damage to neighboring soft tissues,disease,suo_._second_term_800_chunks_P3_4_chunk_612
6528,cortical bone,clinical manifestations,is,6529,rounded radiolucent area,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_618
6530,sympathetico-mimetics,medicine,medicine_side-effect_symptom,6531,dry mouth or xerostomia,symptom,suo_._second_term_800_chunks_P3_4_chunk_62
6532,palatal elevation,clinical manifestations,is,6533,ectomesenchymal cells,materials,suo_._second_term_800_chunks_P3_4_chunk_624
6534,syndromic anomalies,disease,disease_caused_disease,45,cleft palate,disease,suo_._second_term_800_chunks_P3_4_chunk_626
6535,cyclopia,disease,disease_caused_disease,6536,stillbirth,disease,suo_._second_term_800_chunks_P3_4_chunk_628
6537,hydrocephaly,disease,disease_caused_disease,6538,cranial synostosis,disease,suo_._second_term_800_chunks_P3_4_chunk_649
6539,apert’s syndrome,disease,disease_oral part,6540,fused fingers and toes,oral part,suo_._second_term_800_chunks_P3_4_chunk_650
1376,primary dentition,disease,is,6541,eruption,symptom,suo_._second_term_800_chunks_P3_4_chunk_659
6542,acromegaly,disease,disease_caused_disease,6543,class iii occlusion,disease,suo_._second_term_800_chunks_P3_4_chunk_660
6544,impacted wisdom tooth,disease,disease_oral part,6545,mandibular body,oral part,suo_._second_term_800_chunks_P3_4_chunk_661
6546,lymph nodes,clinical manifestations,is,6547,lymphatic vessels,instrument,suo_._second_term_800_chunks_P3_4_chunk_70
6548,malignant cancerous cells,disease,disease_caused_disease,6549,metastases,disease,suo_._second_term_800_chunks_P3_4_chunk_71
6550,junctional epithelium,clinical manifestations,is,3063,periodontium,disease,suo_._second_term_800_chunks_P3_5_chunk_100
6550,junctional epithelium,clinical manifestations,is,6551,continually regenerating,description,suo_._second_term_800_chunks_P3_5_chunk_103
1342,dental caries,disease,disease_caused_disease,233,periodontal disease,disease,suo_._second_term_800_chunks_P3_5_chunk_12
6552,teeth adherent bacterial biofilms,clinical manifestations,is,6553,periodontal disease and dental caries,disease,suo_._second_term_800_chunks_P3_5_chunk_13
6554,marfan syndrome,disease,medicine_treats_disease,6555,fibrillin-1 and -2,medicine,suo_._second_term_800_chunks_P3_5_chunk_140
6556,dentinogenesis imperfecta type i,disease,medicine_treats_disease,6557,type i collagen mutations,medicine,suo_._second_term_800_chunks_P3_5_chunk_140
6558,kindler syndrome,disease,medicine_treats_disease,6559,kindlin-1,medicine,suo_._second_term_800_chunks_P3_5_chunk_140
6560,dentinogenesis imperfecta type ii,disease,medicine_treats_disease,6561,mutations of amelogenin formation and processing,medicine,suo_._second_term_800_chunks_P3_5_chunk_140
2856,amelogenesis imperfecta,disease,medicine_treats_disease,6562,brittle or absent enamel,medicine,suo_._second_term_800_chunks_P3_5_chunk_140
1463,osteogenesis imperfecta,disease,medicine_treats_disease,6563,point mutation of the codon for glycine,medicine,suo_._second_term_800_chunks_P3_5_chunk_140
6564,italic type indicates the various collagen polypeptides and an enzyme mutation,medicine,medicine_treats_disease,6565,spontaneous genetic mutations,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6566,stromal protein diseases,medicine,medicine_treats_disease,6567,affect tooth development,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6568,table 7.1,medicine,medicine_treats_disease,6569,list of stromal protein diseases,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6570,two major types of spontaneous genetic mutations,medicine,medicine_treats_disease,6571,a change in a nucleotide base in the organism’s dna,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6572,point mutation,medicine,medicine_treats_disease,6573,serious or fatal disease,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6574,since the triple helix develops from c- to n-terminus,medicine,medicine_treats_disease,1463,osteogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6575,glycine,medicine,medicine_treats_disease,1463,osteogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6576,col1a1 and col1a2 genes,medicine,medicine_treats_disease,1463,osteogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6577,c- to n-terminus,medicine,medicine_treats_disease,1463,osteogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6578,nucleotide base,medicine,medicine_treats_disease,1463,osteogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6579,triple helix,medicine,medicine_treats_disease,1463,osteogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
809,enamel,medicine,medicine_treats_disease,2856,amelogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6580,absent enamel,medicine,medicine_treats_disease,2856,amelogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6581,brittle enamel,medicine,medicine_treats_disease,2856,amelogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
519,enamel hypoplasia,medicine,medicine_treats_disease,6582,junctional epidermolysis bullosa,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6583,increased caries,medicine,medicine_treats_disease,6582,junctional epidermolysis bullosa,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6556,dentinogenesis imperfecta type i,medicine,medicine_treats_disease,6557,type i collagen mutations,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6560,dentinogenesis imperfecta type ii,medicine,medicine_treats_disease,6561,mutations of amelogenin formation and processing,disease,suo_._second_term_800_chunks_P3_5_chunk_140
2856,amelogenesis imperfecta,medicine,medicine_treats_disease,6562,brittle or absent enamel,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6556,dentinogenesis imperfecta type i,medicine,medicine_treats_disease,6584,opalescent blue-gray or yellow-brown teeth because of abnormal dentin calcification,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6560,dentinogenesis imperfecta type ii,medicine,medicine_treats_disease,6585,changes resemble type i dentinogenesis imperfecta,disease,suo_._second_term_800_chunks_P3_5_chunk_140
6586,eds vii,disease,disease_caused_disease,6587,eds viii,disease,suo_._second_term_800_chunks_P3_5_chunk_142
6588,ascorbate,medicine,is,6589,cofactor,description,suo_._second_term_800_chunks_P3_5_chunk_151
233,periodontal disease,disease,disease_caused_disease,1816,chronic diseases,disease,suo_._second_term_800_chunks_P3_5_chunk_161
6590,rickets,disease,disease_caused_disease,4641,vitamin d deficiency,disease,suo_._second_term_800_chunks_P3_5_chunk_198
6591,amelogenin nanospheres,materials,is,2147,hydroxyapatite,instrument,suo_._second_term_800_chunks_P3_5_chunk_209
5685,chronic periodontitis,disease,disease_caused_disease,6592,excessive bleeding,disease,suo_._second_term_800_chunks_P3_5_chunk_250
6593,blood vessel degeneration,disease,disease_caused_disease,6594,"heart attacks, strokes, pulmonary obstruction, and peripheral necrosis",disease,suo_._second_term_800_chunks_P3_5_chunk_251
